9.424778258768972e+00 4.595661728320934e+10
9.424778369754233e+00 4.595661728320899e+10
9.424778480739493e+00 4.595661728320873e+10
9.424778591724754e+00 4.595661728320858e+10
9.424778702710015e+00 4.595661728320852e+10
9.424778813695275e+00 4.595661728320856e+10
9.424778924680536e+00 4.595661728320869e+10
9.424779035665797e+00 4.595661728320892e+10
9.424779146651058e+00 4.595661728320925e+10
9.424779257636318e+00 4.595661728320968e+10
9.424779368621579e+00 4.595661728321020e+10
9.424779479606840e+00 4.595661728321082e+10
9.424779590592100e+00 4.595661728321153e+10
9.424779701577361e+00 4.595661728321234e+10
9.424779812562622e+00 4.595661728321325e+10
9.424779923547883e+00 4.595661728321426e+10
